11860.1083531908,998.73494894071
13095.4999458604,978.179438213328
22757.0619472323,939.459775679819
31543.2047126946,918.548105113101
37778.8487113571,906.336910621588
65152.7218858735,867.56636811103
78529.7150052981,856.27101320638
108159.604652256,834.290863121655
184409.606379662,797.657279647113
240792.394615216,779.951047634417
309657.400306524,762.244815621722
492955.300794757,731.258909599505
689380.727396873,707.905000134485
942279.936886801,687.756529223486
1230379.73376354,670.050297210791
1594366.3886923,652.954624922672
2184803.37359366,633.416713736249
3314159.70546484,605.941526130342
4294596.77866166,588.845853842223
5235874.7225321,578.466338524436
10503321.3395292,533.284918905834
13819621.2599583,517.206846158674
19723096.8535635,495.43021598214
28327785.602979,472.381586379408
60938830.5078345,425.419367564127
77377680.5106401,412.190573531653
133613783.734244,380.034428037333
178048310.523798,362.938755749213
302029570.023532,331.952849726996
412829069.437968,316.230936819172
581744292.536788,294.759586504927
845152432.770205,274.407595685736
1081351535.45741,262.399921102414
1543284049.93065,243.879609456951
1984652910.65238,231.057855240862
2611283675.99951,218.54138088706
3409677303.1933,206.024906533258
4416962424.53834,195.28463648834
5823750844.78552,185.996799268404
7023388312.26194,178.137860082305
8699837304.14373,172.422267946959
10970403937.3106,163.134430727023
12766517294.4899,158.133287608596
14594029486.7852,155.275491540924
16832612264.4173,150.988797439415
18901978446.8683,148.84545038866
21996677252.8139,144.558756287151
24700902795.363,141.700960219479
41067985149.067,130.984224965706
54633119222.7069,127.411979881116
62453787082.1951,125.268632830361
80171000563.0115,121.696387745771
