11860,108353190848; 998,7349489407102
13095,499945860376; 978,1794382133282
22757,061947232327; 939,4597756798191
31543,204712694573; 918,5481051131014
37778,84871135709; 906,3369106215874
65152,72188587354; 867,5663681110303
78529,71500529809; 856,2710132063798
108159,60465225592; 834,2908631216546
184409,60637966215; 797,6572796471125
240792,3946152165; 779,9510476344173
309657,4003065237; 762,244815621722
492955,30079475645; 731,258909599505
689380,7273968727; 707,9050001344845
942279,936886801; 687,7565292234863
1230379,7337635425; 670,050297210791
1594366,3886922956; 652,9546249226714
2184803,373593658; 633,416713736249
3314159,705464842; 605,9415261303424
4294596,778661662; 588,8458538422227
5235874,722532095; 578,4663385244357
10503321,339529201; 533,2849189058338
13819621,25995833; 517,2068461586738
19723096,853563473; 495,43021598214045
28327785,602979004; 472,38158637940774
60938830,50783451; 425,4193675641267
77377680,51064005; 412,1905735316532
133613783,73424412; 380,0344280373329
178048310,5237981; 362,9387557492132
302029570,0235323; 331,9528497269964
412829069,4379681; 316,23093681917214
581744292,5367885; 294,7595865049266
845152432,7702048; 274,4075956857365
1081351535,4574108; 262,3999211024144
1543284049,930648; 243,87960945695147
1984652910,6523838; 231,05785524086173
2611283675,9995055; 218,54138088705986
3409677303,193302; 206,024906533258
4416962424,53834; 195,2846364883402
5823750844,785517; 185,99679926840417
7023388312,261936; 178,13786008230454
8699837304,143726; 172,4222679469592
10970403937,310555; 163,1344307270233
12766517294,48993; 158,13328760859622
14594029486,78519; 155,27549154092355
16832612264,417349; 150,98879743941472
18901978446,86827; 148,8454503886603
21996677252,81395; 144,55875628715125
24700902795,36303; 141,7009602194787
41067985149,06705; 130,9842249657064
54633119222,70691; 127,41197988111571
62453787082,19509; 125,26863283036118
80171000563,01149; 121,6963877457705
