11416.6145587349,594.118869645376
13500.9129594231,588.734842983209
15965.7357091434,583.184300032521
18880.5540410734,577.800273370353
22327.5223511149,572.305235849172
26403.793726341,566.64368203947
31224.258212795,561.315160806809
36924.7810009463,555.875628715135
43666.0317973264,550.43609662346
51638.0133135051,544.774542813758
61065.4165082385,539.279505292577
72213.9535207372,533.784467771396
85397.8467892971,528.344935679721
100988.685436729,523.016414447061
119425.898540533,517.354860637359
141229.140477815,511.859823116177
167012.937426909,506.47579645401
197504.007838568,500.925253503322
233561.745055639,495.374710552634
276202.439385551,489.935178460959
326627.922326729,484.329130080764
386259.440288844,478.945103418596
456777.712540474,473.450065897415
540170.302420785,468.010533805741
638787.636976722,462.51549628456
755409.253943842,457.075964192885
893322.143247407,451.525421242197
1056413.39108545,445.974878291509
1249279.73777492,440.590851629341
1477357.13725797,435.09581410816
1747073.9699136,429.378754868951
2066032.2269907,424.161244495304
2443221.77336042,418.610701544616
2889273.72760159,413.171169452941
3416760.10095761,407.67613193176
4040548.14051376,402.125588981072
4778219.36378663,396.575046030384
5650565.09525029,391.135513938709
6682172.47153718,385.695981847035
7902117.43191881,380.145438896347
9344784.22606032,374.483885086645
11050834.5369428,369.210869283491
13068353.5337629,363.71583176231
15454205.1564062,358.331805100142
18275634.8302985,352.836767578961
21612164.7842865,347.286224628272
25557835.3912384,341.735681677584
30223855.703736,336.240644156403
35741737.8904244,330.801112064728
42267003.9173687,325.361579973054
49983568.9475381,319.700026163352
59108925.0048938,314.260494071678
69900271.0050828,308.931972839017
82661761.9281604,303.492440747343
97753081.4518733,297.941897796654
115599579.665882,292.335849416459
136704261.599239,286.840811895278
161661964.458759,281.29026894459
191176123.164915,275.906242282422
226078596.723291,270.466710190748
267353114.239492,264.805156381046
316163001.405389,259.532140577892
373883968.930029,254.148113915725
442142887.059802,248.54206553553
522863639.050973,243.047028014348
618321345.978476,237.49648506366
731206491.211687,231.945942112972
864700751.910834,226.506410021297
1022566674.86106,221.12238335913
1209253724.16495,215.516334978935
1430023689.75645,210.07680288726
1691098991.38563,204.692776225093
1999838058.03422,199.308749562925
2364942725.8455,194.701798913854
2796703500.09602,189.706310258235
3307289593.93849,185.043854179657
3911091918.68149,180.825441537134
4625128692.81569,176.107480029049
5469525101.91033,171.223002232443
6468080528.63392,166.727062442386
7648939340.32427,162.286628081835
9045384140.3111,157.624172003257
10696773840.8451,152.850705065665
12649652997.297,148.687797852649
14959063670.3021,145.357472082236
17690096790.7948,141.916135452809
21169241943.4592,137.981417227766
24865010586.2951,134.453738819106
29255505363.0043,132.369201577626
34649379026.5921,128.361709567229
40912799872.5144,125.653044607293
48382131775.0019,122.378224266387
57215118065.4406,118.825876777947
67660717193.4012,116.300379735383
80013339234.734,112.775784961696
90391295848.4026,110.289141719788
